gene_id,gene_mapping_id,gene_product,go_terms
51534,8651,Q9NP79,GO:0005515!GO:0005654!GO:0005829!GO:0008022!GO:0016197!GO:0019058!GO:0043231!GO:0046755!GO:0071985
51535,8652,Q8NEY8,GO:0005515!GO:0005654!GO:0005794!GO:0005829!GO:0045814!GO:0090309!GO:0097355
51537,8653,Q9UDX5,GO:0000266!GO:0005515!GO:0005743
51538,8654,Q9NP64,GO:0005515!GO:0042802
51540,8655,Q96I15,GO:0001887!GO:0005515!GO:0005829!GO:0006520!GO:0009000
51545,8656,Q9P0T4,GO:0005515
51547,8657,Q9NRC8,GO:0000122!GO:0000785!GO:0003682!GO:0005515!GO:0005634!GO:0005654!GO:0005730!GO:0005731!GO:0006111!GO:0006282!GO:0006476!GO:0006974!GO:0007072!GO:0009303!GO:0010821!GO:0016570!GO:0031397!GO:0034979!GO:0035861!GO:0036049!GO:0036055!GO:0045944!GO:0061697!GO:0061698!GO:0062176!GO:0070932!GO:0097372!GO:1901836!GO:1990258!GO:2000234
51548,8658,Q8N6T7,GO:0003950!GO:0005515!GO:0005634!GO:0005654!GO:0005730!GO:0006471!GO:0006476!GO:0010569!GO:0031940!GO:0032206!GO:0034979!GO:0046969!GO:0099115!GO:1901485!GO:1902732!GO:1905549!GO:1905555!GO:1905564
51550,8659,Q9BW66,GO:0005515
51552,8660,P61106,GO:0003924!GO:0005515!GO:0005525!GO:0005829!GO:0005886!GO:0005929!GO:0006661!GO:0006895!GO:0019003!GO:0031489!GO:0031901!GO:0032456!GO:0032880!GO:0043231!GO:0043312!GO:0045335!GO:0055037!GO:0055038!GO:0070821
51554,8661,Q9NPB9,GO:0004950!GO:0005515!GO:0005886!GO:0005887!GO:0006935!GO:0006955!GO:0007186
51555,8662,Q8IYB4,GO:0000268!GO:0005052!GO:0005515!GO:0005829!GO:0031267!GO:0043235
51559,8663,Q86UY8,GO:0043235
51560,8664,Q9NRW1,GO:0005515!GO:0005794!GO:0031489
51561,8665,Q9NPF7,GO:0002230!GO:0002827!GO:0005515!GO:0005576!GO:0005788!GO:0010536!GO:0019221!GO:0032693!GO:0032725!GO:0032729!GO:0032733!GO:0032735!GO:0032740!GO:0032760!GO:0032816!GO:0032819!GO:0034105!GO:0038155!GO:0042102!GO:0042104!GO:0042509!GO:0042531!GO:0045519!GO:0045672!GO:0050729!GO:0050829!GO:0051135!GO:0051142!GO:0070743!GO:1901224
51562,8666,Q9NS73,GO:0000173!GO:0004860!GO:0005515!GO:0005654!GO:0005671!GO:0005730!GO:0005829!GO:0042802!GO:0043966
51564,8667,Q8WUI4,GO:0005080!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005829!GO:0006476!GO:0019901!GO:0032703!GO:0033558!GO:0033613!GO:0045668!GO:0070491!GO:0071889!GO:0090050!GO:1901223
51566,8668,Q9UH62,GO:0005515
51567,8669,O95551,GO:0000287!GO:0003697!GO:0003714!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0006302!GO:0007166!GO:0016235!GO:0016604!GO:0016605!GO:0030145!GO:0036317!GO:0048666!GO:0070260
51569,8670,P61960,GO:0005515!GO:0005634!GO:0005737!GO:0007420!GO:0033146!GO:0034976!GO:0042308!GO:0061709!GO:0071569!GO:1990592
51571,8671,Q9NUQ9,GO:0002576!GO:0005515!GO:0005576!GO:0005739!GO:0030334!GO:0030837!GO:0031093!GO:0031267!GO:0050920!GO:0051058!GO:0071219!GO:0090140!GO:2000114
51573,8672,Q9NZC3,GO:0005515!GO:0005886!GO:0006629!GO:0008889!GO:0016021!GO:0046475!GO:0047395
51574,8673,Q4G0J3,GO:0000122!GO:0000494!GO:0005515!GO:0005634!GO:0005654!GO:0005829!GO:0017070!GO:0032897!GO:0034244!GO:0048024!GO:0097322!GO:0120259!GO:1904871!GO:1905382!GO:1990438!GO:1990904
51582,8675,O14977,GO:0005515!GO:0005829!GO:0006521!GO:0042177!GO:0042978!GO:1902269
51585,8676,O94913,GO:0000398!GO:0005654!GO:0005739!GO:0006369!GO:0031124
51586,8677,Q96RN5,GO:0005515!GO:0005654!GO:0006367
51588,8678,Q8N2W9,GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0006303!GO:0016925!GO:0019789!GO:0031625!GO:0033235!GO:0042359!GO:0045892!GO:0061665
51592,8679,Q9UPN9,GO:0000122!GO:0004842!GO:0005515!GO:0005634!GO:0005654!GO:0016567!GO:0017015!GO:0030514!GO:0070410!GO:0070412
51593,8680,Q9BXP5,GO:0000398!GO:0005515!GO:0005654!GO:0031053!GO:0032991!GO:0042795
51594,8681,A2RRP1,GO:0000149!GO:0000956!GO:0005783!GO:0005829!GO:0006890!GO:0070939!GO:2000623
51596,8682,O60888,GO:0005515!GO:0008104!GO:0016020!GO:0019899
51601,8684,Q9Y234,GO:0005515!GO:0005759!GO:0006464!GO:0006629!GO:0016746!GO:0034641
51602,8685,Q9Y2X3,GO:0001094!GO:0001650!GO:0005515!GO:0005654!GO:0005730!GO:0005732!GO:0005829!GO:0006364!GO:0015030!GO:0030515!GO:0048254!GO:0051117!GO:0070761
51603,8686,Q8N6R0,GO:0005515
51604,8687,Q969N2,GO:0005515!GO:0005789!GO:0016255!GO:0042765
51605,8688,Q9UJA5,GO:0005515!GO:0005654!GO:0006400!GO:0080009
51606,8689,Q9UI12,GO:0005515!GO:0005829!GO:0005886!GO:0006897!GO:0008286!GO:0033572!GO:0034220!GO:0050690!GO:0090383
51608,8690,Q7L5D6,GO:0005515!GO:0005654!GO:0005730!GO:0005737!GO:0005829!GO:0051087!GO:0051220!GO:0071816!GO:0071818!GO:1904378
51614,8691,Q9Y282,GO:0005515
51616,8692,Q9HBM6,GO:0000122!GO:0003714!GO:0005515!GO:0005654!GO:0005669!GO:0006366!GO:0006367!GO:0016251!GO:0016579!GO:0030307!GO:0033276!GO:0043066!GO:0050821!GO:1901796!GO:1902166
51617,8693,Q9Y328,GO:0005515!GO:0005794
51619,8694,Q9Y2X8,GO:0004842!GO:0005515!GO:0016567!GO:0035519!GO:0044314!GO:0061631!GO:0070534!GO:0070936!GO:0070979!GO:0085020
51621,8695,Q9Y2Y9,GO:0005515!GO:0006366!GO:1990837
51626,8696,Q8TCX1,GO:0005515!GO:0005737!GO:0005813!GO:0005868!GO:0005929!GO:0035735!GO:0035869!GO:0036064!GO:0045504!GO:0097542!GO:1902017
51631,8697,Q9Y383,GO:0005515!GO:0019899
51633,8698,Q8N6M0,GO:0004843!GO:0008283!GO:0016281!GO:0016579!GO:0017148!GO:0043248!GO:0045727
51635,8699,Q9Y394,GO:0005515
51637,8700,Q9Y224,GO:0000993!GO:0003723!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005813!GO:0006388!GO:0006469!GO:0042802!GO:0045944!GO:0048471!GO:0050658!GO:0072669!GO:0072686
51639,8701,Q9Y3B4,GO:0000398!GO:0003729!GO:0005515!GO:0005634!GO:0005654!GO:0005689
51642,8702,Q96GC5,GO:0005515!GO:0005739!GO:0005743!GO:0005761!GO:0005762!GO:0070125!GO:0070126
51643,8703,Q9HC24,GO:0005515!GO:0005795!GO:0043066!GO:0050848
51645,8704,Q9Y3C6,GO:0000398!GO:0000413!GO:0003755!GO:0005515!GO:0005634!GO:0005654!GO:0016018!GO:0071007!GO:0071013!GO:0097718
51647,8705,Q9Y3D0,GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005819!GO:0005829!GO:0007059!GO:0016226!GO:0071817!GO:0097361!GO:0097428
51649,8706,Q9Y3D9,GO:0005515!GO:0005739!GO:0005743!GO:0031965!GO:0070125!GO:0070126
51650,8707,Q9Y291,GO:0005743!GO:0070125!GO:0070126
51651,8708,Q9Y3E5,GO:0004045!GO:0005515!GO:0005739!GO:0005829!GO:0010629!GO:2000210!GO:2000811
51652,8709,Q9Y3E7,GO:0000815!GO:0005515!GO:0005770!GO:0005829!GO:0005886!GO:0006997!GO:0007080!GO:0010824!GO:0016197!GO:0016236!GO:0019058!GO:0031210!GO:0031410!GO:0036258!GO:0039702!GO:0042802!GO:0050792!GO:0051258!GO:0061763!GO:0061952!GO:0071985!GO:0097352!GO:1901673!GO:1902187!GO:1902188!GO:1903541!GO:1990381!GO:2000641
51654,8710,Q96SZ6,GO:0045736
51655,8711,Q9Y272,GO:0003924!GO:0005515!GO:0007165!GO:0007186
51657,8712,Q9Y6J8,GO:0001691!GO:0004864!GO:0005515!GO:0005739!GO:0010976!GO:0019903!GO:0032515!GO:0035556!GO:0062030!GO:2001242!GO:2001244
51659,8713,Q9Y248,GO:0005515!GO:0005654!GO:0006271
51660,8714,Q9Y5U8,GO:0005515!GO:0005739
51661,8715,Q9Y680,GO:0005515
51663,8716,Q96KR1,GO:0005515
51665,8717,Q9Y576,GO:0000151!GO:0005515!GO:0005829!GO:0016567!GO:0043687!GO:0061630
51666,8718,Q9Y574,GO:0005515!GO:0005829!GO:0031462!GO:0031466!GO:0043687
51667,8719,Q9Y5A7,GO:0005515!GO:0005654!GO:0005730!GO:0005829!GO:0006511!GO:0016567!GO:0032436!GO:0034341!GO:0034612!GO:0043687
51668,8720,Q9Y547,GO:0005515!GO:0005929!GO:0035735!GO:0097542
51669,8721,Q96BY9,GO:0005515!GO:0005783!GO:0030176!GO:0140268!GO:2001256
51673,8722,Q9BW30,GO:0001578!GO:0015631!GO:0046697!GO:0048471!GO:0097427
51676,8723,Q96Q27,GO:0000151!GO:0005515!GO:0005829!GO:0007165!GO:0016567!GO:0043687!GO:0061630
51678,8724,Q9NZW5,GO:0005515
51684,8725,Q9UMX1,GO:0000122!GO:0001501!GO:0003714!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005829!GO:0006355!GO:0006508!GO:0007165!GO:0007275!GO:0008134!GO:0019901!GO:0042308!GO:0043433!GO:0045668!GO:0045879!GO:0097542!GO:0097546
51686,8726,Q9UMX2,GO:0005515!GO:0005654!GO:0005829!GO:0006521!GO:0007283!GO:0008073
51690,8727,Q9UK45,GO:0000398!GO:0005515!GO:0005634!GO:0005654!GO:0005829!GO:0043928!GO:0046540!GO:0071005!GO:0120115
51691,8728,O95777,GO:0000398!GO:0005515!GO:0005634!GO:0005654!GO:0046540!GO:0071005!GO:0120115
51692,8729,Q9UKF6,GO:0000398!GO:0005515!GO:0005654!GO:0005847!GO:0006369!GO:0006378!GO:0006379!GO:0006398!GO:0006406!GO:0031124
51693,8730,Q9UL33,GO:0005515!GO:0005829!GO:0030008!GO:0043231!GO:0048208
51699,8731,Q9UBQ0,GO:0005515!GO:0005768!GO:0005829!GO:0010506!GO:0016055!GO:0030904!GO:0030906!GO:0032456!GO:0043231!GO:1990126
51700,8732,Q6BCY4,GO:0004128!GO:0005515!GO:0005789!GO:0015701!GO:0016020!GO:0055114
51701,8733,Q9UBE8,GO:0004672!GO:0004674!GO:0005515!GO:0005634!GO:0005654!GO:0005829!GO:0007179!GO:0007223!GO:0008134!GO:0031625!GO:0050821
51702,8734,Q9ULW8,GO:0004668!GO:0005515!GO:0005737!GO:0005829!GO:0006325!GO:0018101!GO:0042802
51703,8735,Q9ULC5,GO:0001676!GO:0004467!GO:0005515!GO:0005654!GO:0005730!GO:0005739!GO:0005783!GO:0005789!GO:0005886!GO:0035338!GO:2001236
51705,8736,Q9ULC0,GO:0005515
51706,8737,Q9UHQ9,GO:0002576!GO:0005515!GO:0005789!GO:0005886!GO:0015701!GO:0031092
51714,8739,P62341,GO:0045454
51715,8740,Q9ULC3,GO:0000045!GO:0003924!GO:0005515!GO:0005737!GO:0005776!GO:0005813!GO:0005829!GO:0005886!GO:0006968!GO:0030054!GO:0042308!GO:0045335!GO:0046039!GO:0060271!GO:0097094
51719,8741,Q9Y376,GO:0005515!GO:0005576!GO:0005829!GO:0007050!GO:0010800!GO:0018105!GO:0019900!GO:0023014!GO:0030295!GO:0034774!GO:0035556!GO:0043312!GO:0043539!GO:0071476!GO:0071902!GO:1901017!GO:1901380!GO:1902554!GO:1904813
51720,8742,Q96RL1,GO:0005515!GO:0005634!GO:0005654!GO:0006302!GO:0006303!GO:0010212!GO:0016579!GO:0016604!GO:0042393!GO:0045739!GO:0045892!GO:0070530!GO:0070531!GO:0070537!GO:0072425
51726,8743,Q9UBS4,GO:0005515!GO:0005783!GO:0005788!GO:0032781!GO:0036498!GO:0051604
51727,8744,P30085,GO:0004550!GO:0004849!GO:0005515!GO:0005634!GO:0005654!GO:0005730!GO:0005737!GO:0005829!GO:0006165!GO:0009142!GO:0009220!GO:0015949
51728,8745,Q9Y2Y1,GO:0003899!GO:0005515!GO:0005654!GO:0005666!GO:0005829!GO:0006383!GO:0032481
51729,8746,Q9Y2W2,GO:0000398!GO:0003697!GO:0005515!GO:0005634!GO:0005654!GO:0005829!GO:0043231!GO:0050699
51733,8747,Q9UBR1,GO:0003837!GO:0005829!GO:0008270!GO:0033396!GO:0042803!GO:0046135!GO:0051260!GO:0051289
51734,8748,Q9NZV6,GO:0005515!GO:0005829!GO:0030091
51735,8749,Q8TEU7,GO:0005085!GO:0005515!GO:0005813!GO:0005829!GO:0005886!GO:0016324!GO:0017016!GO:0030033!GO:0030139!GO:0030742!GO:0043547!GO:0070300!GO:0072659!GO:0090557
51738,8750,Q9UBU3,GO:0000187!GO:0001937!GO:0005515!GO:0005576!GO:0005615!GO:0005788!GO:0007186!GO:0008154!GO:0009725!GO:0009755!GO:0016358!GO:0016608!GO:0030252!GO:0030296!GO:0030424!GO:0031768!GO:0032691!GO:0032715!GO:0032720!GO:0034774!GO:0040018!GO:0042127!GO:0042322!GO:0043066!GO:0043627!GO:0046010!GO:0046697!GO:0050728!GO:0051461!GO:0051464!GO:0051965!GO:0060124!GO:0060399
51741,8751,Q9NZC7,GO:0000122!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005794!GO:0005829!GO:0005886!GO:0005902!GO:0019899!GO:0030178!GO:0042802!GO:0071560
51742,8752,Q4LE39,GO:0005515!GO:0005654
51744,8753,Q9BZW8,GO:0002323!GO:0005515!GO:0005886!GO:0007165!GO:0009897!GO:0032729!GO:0032757!GO:0038023!GO:0042288!GO:0050900!GO:0060732!GO:0071663
51747,8754,O95232,GO:0003729!GO:0005515!GO:0005634!GO:0005654!GO:0008380!GO:0016607
51752,8756,Q9NZ08,GO:0001525!GO:0002474!GO:0004177!GO:0005138!GO:0005151!GO:0005515!GO:0005576!GO:0005788!GO:0006509!GO:0008217!GO:0008235!GO:0019885
51754,8757,A6NDV4,GO:0005515!GO:0005886!GO:0007160!GO:0007346!GO:0009986
51755,8758,Q9NYV4,GO:0002944!GO:0004672!GO:0005515!GO:0005654!GO:0008353!GO:0016607!GO:0030332!GO:0043405!GO:0046777!GO:0070816
51759,8759,Q9NZ63,GO:0005515!GO:0005654!GO:0005829
51760,8760,Q9BSW7,GO:0005515!GO:1903861
51762,8761,Q92930,GO:0005102!GO:0005515!GO:0005654!GO:0005778!GO:0016604!GO:0019003!GO:0019882!GO:0043231!GO:0045046!GO:0045335!GO:0055038!GO:0060271
51763,8762,Q9BT40,GO:0001726!GO:0004439!GO:0005515!GO:0005634!GO:0005783!GO:0005802!GO:0005829!GO:0005886!GO:0006469!GO:0006661!GO:0010801!GO:0010829!GO:0016020!GO:0016311!GO:0016312!GO:0032587!GO:0032869!GO:0033137!GO:0034485!GO:0034594!GO:0034595!GO:0043005!GO:0043407!GO:0043922!GO:0045719!GO:0045869!GO:0046030!GO:0046627!GO:0046855!GO:0046856!GO:0048471!GO:0051497!GO:0051898!GO:0051926!GO:0071356!GO:0071364!GO:0090315!GO:0097178
51764,8763,Q9P2W3,GO:0005515!GO:0005886!GO:0031681
51765,8764,Q9P289,GO:0000287!GO:0004672!GO:0005515!GO:0005524!GO:0005737!GO:0005794!GO:0005798!GO:0005829!GO:0006468!GO:0009267!GO:0012506!GO:0016020!GO:0016324!GO:0030033!GO:0030336!GO:0042542!GO:0042802!GO:0042803!GO:0042981!GO:0046777!GO:0048471!GO:0071944!GO:1903205
51773,8765,Q96T23,GO:0005515!GO:0005634!GO:0005654!GO:0006334!GO:0006338!GO:0006352!GO:0016584!GO:0016887!GO:0031213!GO:0034080!GO:0042393!GO:0043392!GO:0045892!GO:0045893!GO:0050434
51776,8766,Q9NYL2,GO:0000077!GO:0000186!GO:0000287!GO:0004674!GO:0004709!GO:0005515!GO:0005524!GO:0005829!GO:0006468!GO:0007050!GO:0007093!GO:0007257!GO:0042733!GO:0043065!GO:0051403!GO:0060173!GO:0071480
51778,8767,Q9NPC6,GO:0005515!GO:0030017!GO:0031433
51780,8768,Q7LBC6,GO:0005654
51804,8769,Q9UIU6,GO:0009653!GO:1990837
51806,8770,Q9NZT1,GO:0005509!GO:0005576!GO:0007165!GO:0008544!GO:0043312!GO:1904813
51807,8771,Q9NY65,GO:0005515!GO:0015630
51808,8772,Q9H814,GO:0005515!GO:0005654!GO:0005813!GO:0005829!GO:0006408!GO:0042795!GO:0051168
53335,8773,Q9H165,GO:0000122!GO:0000978!GO:0001227!GO:0005515!GO:0005634!GO:0005654!GO:0010976!GO:0010977!GO:0032463!GO:0042803!GO:0046982!GO:0048671!GO:0048672!GO:0050773!GO:2000171
53339,8774,Q9H0C5,GO:0000932!GO:0005515!GO:0005829!GO:0032991!GO:0042802!GO:0043687!GO:0097602
53340,8775,Q15506,GO:0005515!GO:0005737!GO:0005929!GO:0007283!GO:0007338!GO:0031514!GO:0035686!GO:0097228
53343,8776,Q9BW91,GO:0005515!GO:0005739!GO:0005759!GO:0016604!GO:0030054!GO:0031965!GO:0034656!GO:0047631
53346,8777,Q9BZW5,GO:0005515
53347,8778,P57075,GO:0005515!GO:0005654!GO:0005794
53353,8779,Q9NZR2,GO:0005515!GO:0006898!GO:0015031!GO:0043235
53354,8780,Q8TE04,GO:0005634!GO:0005829!GO:0042803!GO:1905502
53358,8781,Q92529,GO:0000165!GO:0001784!GO:0005515!GO:0005829!GO:0007169!GO:0007173!GO:0007265!GO:0007411!GO:0007417
53371,8783,Q7Z3B4,GO:0005515!GO:0005635!GO:0006110!GO:0006406!GO:0006409!GO:0016032!GO:0016925!GO:0019083!GO:0060964!GO:0075733!GO:1900034
53405,8784,Q9NZA1,GO:0005515!GO:0005794!GO:0006821!GO:0007565!GO:0007605!GO:0015629
53407,8785,Q9P2W9,GO:0005515!GO:0005783!GO:0005789!GO:0006890!GO:0090158!GO:1902117!GO:1902953!GO:1903358
53615,8786,O95983,GO:0003677!GO:0005515!GO:0005654!GO:0008327!GO:1901796
53616,8787,Q9P0K1,GO:0005515!GO:0005886!GO:0007417
53630,8788,Q9HAY6,GO:0001523!GO:0003834!GO:0005829
53632,8789,Q9UGI9,GO:0004679!GO:0005515!GO:0005654!GO:0005829!GO:0007050!GO:0016236!GO:0016241!GO:0019901!GO:0035556!GO:1901796
53635,8790,Q86YD1,GO:0005654
53637,8791,Q9H228,GO:0005515!GO:0005886!GO:0007186
53822,8792,P58549,GO:0005515!GO:0005886!GO:0034220!GO:1903779
53826,8793,Q9H0Q3,GO:0005515!GO:0005886!GO:0034220!GO:1903779
53832,8794,Q9UHF4,GO:0005515!GO:0005886!GO:0019221
53834,8795,Q8N441,GO:0005007!GO:0005794!GO:0005886!GO:0008201!GO:0008543!GO:0030133!GO:0042802!GO:0044291!GO:0098742
53840,8796,Q9BYJ4,GO:0005737!GO:0005829!GO:0042802!GO:0051091!GO:0060333
53904,8797,Q8NEV4,GO:0000146!GO:0004672!GO:0005515!GO:0005516!GO:0005737!GO:0007605!GO:0030175!GO:0030898!GO:0031941!GO:0032433!GO:0043531!GO:0046777!GO:0060002
53905,8798,Q9NRD9,GO:0005515!GO:0005783!GO:0005886!GO:0006590!GO:0009986!GO:0019221!GO:0031252!GO:0042335!GO:0050665!GO:0051591!GO:0055114!GO:0090303!GO:2000147
53916,8799,P61018,GO:0005515!GO:0005886!GO:0030667!GO:0032593!GO:0043312!GO:0046323!GO:0048471!GO:0055037
53917,8800,Q969Q5,GO:0005515!GO:0005886!GO:0030667!GO:0043312
53918,8801,Q9BRX2,GO:0005515
53919,8802,Q9NYB5,GO:0005886!GO:0015349!GO:0016323!GO:0043252!GO:0055085!GO:0070327!GO:2000611
53938,8803,Q9H2H8,GO:0000398!GO:0005515!GO:0071013
53942,8804,O94779,GO:0005576!GO:0005886
53944,8805,Q9HCP0,GO:0004674!GO:0005515!GO:0005829!GO:0018105
53947,8806,Q9NPC4,GO:0007009!GO:0008378!GO:0016020
53981,8807,Q9P2I0,GO:0000398!GO:0005515!GO:0005654!GO:0005847!GO:0006369!GO:0006398!GO:0006406!GO:0031124
54014,8808,Q9NSI6,GO:0005515!GO:0005654!GO:0005730!GO:0005829!GO:0006325!GO:0007010!GO:0008360!GO:0038111
54020,8809,P57057,GO:0005789!GO:0015760!GO:0030176!GO:0035435!GO:0061513
54033,8810,P57052,GO:0000381!GO:0005515!GO:0005634!GO:0005654!GO:0008266!GO:0016607!GO:0034599!GO:0042803
54039,8811,P57721,GO:0005515
54059,8813,P58557,GO:0004521!GO:0005634
54065,8814,P58511,GO:0005515
54069,8815,Q9NYP9,GO:0005515!GO:0005654!GO:0005829!GO:0034080!GO:0042802
54093,8816,Q9NVD3,GO:0005515!GO:0005634!GO:0005829
54101,8817,Q9H4D1!Q96T11,GO:0004672!GO:0004674!GO:0005515!GO:0005524!GO:0006468
54106,8819,Q9NR96,GO:0000139!GO:0002224!GO:0002237!GO:0002639!GO:0005149!GO:0005737!GO:0005789!GO:0005886!GO:0007252!GO:0010008!GO:0010628!GO:0016323!GO:0016324!GO:0030890!GO:0032088!GO:0032640!GO:0032717!GO:0032722!GO:0032725!GO:0032727!GO:0032728!GO:0032729!GO:0032755!GO:0032757!GO:0034122!GO:0034123!GO:0034162!GO:0034163!GO:0035197!GO:0036020!GO:0043123!GO:0043410!GO:0043507!GO:0045087!GO:0045577!GO:0046330!GO:0050729!GO:0050829!GO:0050871!GO:0051092!GO:1901224!GO:1901895
54107,8820,Q9NRF9,GO:0000082!GO:0003887!GO:0005515!GO:0005634!GO:0005654!GO:0005671!GO:0006260!GO:0006270!GO:0008622!GO:0032201!GO:0043966
54108,8821,Q9NRG0,GO:0005515
54148,8822,Q9NYK5,GO:0005739!GO:0005743!GO:0005762!GO:0070125!GO:0070126
54149,8823,Q9NYK6,GO:0005515
54165,8824,Q96GG9,GO:0000151!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005829!GO:0031396!GO:0043687!GO:0097602!GO:2000434!GO:2000436
54187,8825,Q9NR45,GO:0005829!GO:0047444
54205,8826,P99999,GO:0000159!GO:0004722!GO:0005515!GO:0005634!GO:0005739!GO:0005743!GO:0005758!GO:0005829!GO:0007005!GO:0008635!GO:0020037!GO:0034599!GO:0045155!GO:0045333
54206,8827,Q9UJM3,GO:0005096!GO:0005515!GO:0005737!GO:0005829!GO:0007175!GO:0019901!GO:0031953
54209,8828,Q9NZC2,GO:0001540!GO:0002588!GO:0005515!GO:0005543!GO:0005886!GO:0006959!GO:0008035!GO:0008289!GO:0016021!GO:0030169!GO:0030316!GO:0031226!GO:0034185!GO:0034186!GO:0034189!GO:0044853!GO:0044877!GO:0045087!GO:0050714!GO:0050731!GO:0050776!GO:0050850!GO:0060100!GO:0070374!GO:0071813!GO:0097028!GO:0097110!GO:0120035!GO:1901076!GO:1903078!GO:1903082!GO:1903980!GO:2000350
54210,8829,Q9NP99,GO:0005886!GO:0006959!GO:0035556!GO:0038023!GO:0045087!GO:0050776!GO:0050900!GO:0097110
54212,8830,Q9NSN8,GO:0005515!GO:0005737!GO:0005856!GO:0007154!GO:0008022!GO:0016013!GO:0032587
54221,8831,Q9NY99,GO:0005515!GO:0007417!GO:0016013!GO:0030165!GO:0097109
54331,8832,P59768,GO:0005515!GO:0005886!GO:0006457!GO:0007186!GO:0007223!GO:0030168!GO:0031681
54344,8833,Q9P2X0,GO:0005515!GO:0005783!GO:0005789!GO:0006506!GO:0008047!GO:0018279!GO:0018406!GO:0030176!GO:0031501!GO:0031647!GO:0033185!GO:0035268!GO:0035269
54345,8834,P35713,GO:0000122!GO:0000790!GO:0000976!GO:0000978!GO:0001228!GO:0001525!GO:0001946!GO:0005634!GO:0022405!GO:0043534!GO:0045944!GO:0061028!GO:1990837
54360,8835,Q9NRR1,GO:0005102!GO:0005615!GO:0007165
54361,8836,P56705,GO:0001822!GO:0001837!GO:0001889!GO:0005576!GO:0005615!GO:0005737!GO:0005788!GO:0005796!GO:0005886!GO:0008584!GO:0010629!GO:0010894!GO:0016055!GO:0030237!GO:0030325!GO:0030501!GO:0030666!GO:0032349!GO:0032967!GO:0038030!GO:0045669!GO:0045892!GO:0045893!GO:0048018!GO:0060070!GO:0061180!GO:0061184!GO:0061205!GO:0061369!GO:0070062!GO:0071560!GO:2000019!GO:2000066!GO:2000180!GO:2000225
54386,8837,Q9NYB0,GO:0000228!GO:0000723!GO:0000781!GO:0000783!GO:0000784!GO:0001933!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005829!GO:0006355!GO:0007004!GO:0016233!GO:0016604!GO:0019902!GO:0030870!GO:0031848!GO:0032204!GO:0032205!GO:0033138!GO:0042162!GO:0070187!GO:0070198!GO:0098505!GO:1901224!GO:1901985
54407,8838,Q96QD8,GO:0003333!GO:0005295!GO:0005515!GO:0005737!GO:0005886!GO:0006865!GO:0010628!GO:0014047!GO:0015171!GO:0015804!GO:0033120!GO:0080135!GO:1903841
54413,8839,Q9NZ94,GO:0005515!GO:0005886!GO:0007612!GO:0009986!GO:0030534!GO:0035176!GO:0050808!GO:0060076!GO:0071625!GO:0089717!GO:0097110!GO:0098983!GO:0098985!GO:0099054
54431,8840,Q8IXB1,GO:0001933!GO:0005515!GO:0005783!GO:0005788!GO:0015035!GO:0030433!GO:0030544!GO:0034663!GO:0034975!GO:0034976!GO:0051087!GO:0051117!GO:0051787!GO:0070059
54432,8841,Q9Y548,GO:0000138!GO:0005515!GO:0005797!GO:0005802!GO:0030133
54433,8842,Q9NY12,GO:0000784!GO:0001650!GO:0003723!GO:0005515!GO:0005654!GO:0005697!GO:0007004!GO:0031118!GO:0031429!GO:0034513!GO:0070034!GO:0072589!GO:0090661
54434,8843,Q8WYL5,GO:0000902!GO:0003779!GO:0004721!GO:0005515!GO:0005737!GO:0005886!GO:0006470!GO:0030036!GO:0032268!GO:0071318
54438,8845,Q9NXC2,GO:0005515
54442,8849,Q9NXV2,GO:0005515!GO:0005829!GO:0042802!GO:0044877
54443,8850,Q9NQW6,GO:0000281!GO:0000921!GO:0003779!GO:0005515!GO:0005654!GO:0005826!GO:0007096!GO:0015629!GO:0030496!GO:0032059!GO:0090521!GO:0099738!GO:1904172
54453,8851,Q8WYP3,GO:0005829!GO:0010595!GO:1904906!GO:2001214
54455,8852,Q6P3S6,GO:0005515
54457,8853,Q5H9L4,GO:0005515
54458,8854,Q9NZ81,GO:0005515!GO:0005654!GO:0005829
54460,8855,P82921,GO:0005743!GO:0005763!GO:0070125!GO:0070126
54461,8856,Q969U6,GO:0000209!GO:0005515!GO:0005737!GO:0005829!GO:0010824!GO:0016567!GO:0019005!GO:0019901!GO:0031146!GO:0043161!GO:0043687!GO:0080008
54464,8858,Q8IZH2,GO:0000956!GO:0004534!GO:0005515!GO:0005829!GO:0005886!GO:0016075!GO:0032211!GO:0043488!GO:0070034!GO:0071028!GO:0071044
54467,8859,Q9P2G1,GO:0005515
54468,8860,Q9NXC5,GO:0005515!GO:0005654!GO:0005765!GO:0005829!GO:0030054!GO:0032008!GO:0034198!GO:0034629!GO:0061700
54469,8861,Q6FIF0,GO:0005515!GO:0005829!GO:0006625!GO:0043066!GO:0043122!GO:0071356
