gene_id,gene_mapping_id,gene_product,go_terms
3082,1918,P14210,GO:0000165!GO:0001837!GO:0002576!GO:0005515!GO:0005576!GO:0014068!GO:0019221!GO:0030335!GO:0031093!GO:0035729!GO:0042056!GO:0042802!GO:0043154!GO:0048012!GO:0050731!GO:0051897!GO:0060326!GO:0060665!GO:0090201!GO:1901299!GO:2000573
3083,1919,Q04756,GO:0004252!GO:0005515!GO:0005576!GO:0005829!GO:0006508!GO:0008236
3084,1920,Q02297,GO:0000165!GO:0000187!GO:0003222!GO:0003712!GO:0005102!GO:0005125!GO:0005178!GO:0005515!GO:0005576!GO:0005615!GO:0005654!GO:0007154!GO:0007169!GO:0007171!GO:0007399!GO:0008083!GO:0008283!GO:0008284!GO:0010667!GO:0014032!GO:0016324!GO:0030296!GO:0030297!GO:0030307!GO:0030879!GO:0031334!GO:0032148!GO:0038127!GO:0038128!GO:0038129!GO:0038130!GO:0042060!GO:0043125!GO:0043624!GO:0045785!GO:0045892!GO:0051048!GO:0051897!GO:0055012!GO:0060045!GO:0060379!GO:0060956!GO:0098978!GO:0099059!GO:0099061!GO:0099149!GO:0099560!GO:1900086!GO:2000145!GO:2001240
3087,1921,Q03014,GO:0000122!GO:0000976!GO:0000978!GO:0001227!GO:0003713!GO:0005515!GO:0005634!GO:0005737!GO:0006406!GO:0008134!GO:0008190!GO:0008301!GO:0010621!GO:0010944!GO:0016973!GO:0017025!GO:0030154!GO:0032993!GO:0034504!GO:0042803!GO:0043565!GO:0045736!GO:0045892!GO:0045893!GO:0045944!GO:0070491!GO:0070663!GO:0071103!GO:0090263
3090,1922,Q14526,GO:0000122!GO:0001227!GO:0003700!GO:0005515!GO:0005654!GO:0006355!GO:0008630!GO:0030178!GO:0042826!GO:0043565!GO:1990837
3091,1923,Q16665,GO:0000302!GO:0000790!GO:0000977!GO:0000981!GO:0001228!GO:0001666!GO:0001938!GO:0002039!GO:0002534!GO:0003700!GO:0005515!GO:0005634!GO:0005654!GO:0005667!GO:0005737!GO:0005829!GO:0006110!GO:0006355!GO:0007165!GO:0008134!GO:0010039!GO:0010468!GO:0010573!GO:0010575!GO:0010628!GO:0010629!GO:0016567!GO:0016579!GO:0016604!GO:0019221!GO:0019896!GO:0019899!GO:0019901!GO:0019904!GO:0030949!GO:0031625!GO:0032364!GO:0032722!GO:0032909!GO:0032991!GO:0035035!GO:0035257!GO:0043536!GO:0043565!GO:0043619!GO:0043687!GO:0045648!GO:0045766!GO:0045821!GO:0045893!GO:0045944!GO:0046886!GO:0046982!GO:0051000!GO:0051879!GO:0061418!GO:0061419!GO:0070101!GO:0071347!GO:0071456!GO:0090575!GO:0098586!GO:1902895!GO:1903377!GO:2000434
3092,1924,O00291,GO:0005154!GO:0005200!GO:0005515!GO:0005546!GO:0005634!GO:0005737!GO:0005794!GO:0005829!GO:0005856!GO:0006915!GO:0006919!GO:0016020!GO:0030136!GO:0030276!GO:0032051!GO:0032266!GO:0035091!GO:0035254!GO:0035612!GO:0035615!GO:0042803!GO:0042981!GO:0043231!GO:0043325!GO:0045742!GO:0046982!GO:0048260!GO:0048268!GO:0050821!GO:0051015!GO:0051897!GO:0061024!GO:0080025!GO:0097190!GO:0098793!GO:0098794!GO:0099637!GO:2000588
3093,1925,P61086,GO:0004842!GO:0005515!GO:0005829!GO:0006511!GO:0010800!GO:0010994!GO:0016567!GO:0031625!GO:0034450!GO:0035458!GO:0060340!GO:0070936!GO:1903265
3094,1926,P49773,GO:0000118!GO:0005080!GO:0005515!GO:0005634!GO:0005654!GO:0005829!GO:0005856!GO:0005886!GO:0006355!GO:0007165!GO:0009154!GO:0016787!GO:0043530!GO:0072332
3096,1927,P15822,GO:0000122!GO:0005515!GO:0005634!GO:0005654!GO:0005739!GO:0016604!GO:0030509!GO:0045944!GO:1990837
3097,1928,P31629,GO:0003677!GO:0005654
3098,1929,P19367,GO:0004396!GO:0005515!GO:0005739!GO:0005829!GO:0006096!GO:0042802!GO:0042834!GO:0046835!GO:0061621!GO:0072655!GO:0072656
3099,1930,P52789,GO:0004340!GO:0004396!GO:0005515!GO:0005741!GO:0005829!GO:0006096!GO:0008637!GO:0045766!GO:0051156!GO:0061621!GO:0072655!GO:0072656!GO:1904925
3101,1931,P52790,GO:0004396!GO:0005515!GO:0005576!GO:0005829!GO:0034774!GO:0043312!GO:0061621!GO:1904813
3104,1932,P10074,GO:0000781!GO:0000976!GO:0003691!GO:0005515!GO:0005654!GO:0005829!GO:0010833!GO:0042802!GO:0045893
3105,1933,P04439,GO:0000139!GO:0001913!GO:0001916!GO:0002419!GO:0002474!GO:0002479!GO:0002480!GO:0002485!GO:0002486!GO:0002726!GO:0005102!GO:0005515!GO:0005783!GO:0005789!GO:0005794!GO:0005797!GO:0005886!GO:0006955!GO:0009986!GO:0012507!GO:0016045!GO:0016567!GO:0019731!GO:0019885!GO:0030670!GO:0030881!GO:0031901!GO:0032729!GO:0036037!GO:0042270!GO:0042590!GO:0042605!GO:0042608!GO:0042610!GO:0042612!GO:0042824!GO:0046977!GO:0050776!GO:0050830!GO:0050852!GO:0055038!GO:0060333!GO:0060337!GO:0062061!GO:0070971!GO:0071556!GO:2000566!GO:2000568!GO:2001187
3106,1934,P01889,GO:0000139!GO:0001916!GO:0002474!GO:0002479!GO:0002480!GO:0002486!GO:0002667!GO:0005102!GO:0005515!GO:0005783!GO:0005794!GO:0005886!GO:0006952!GO:0006955!GO:0009986!GO:0012507!GO:0016020!GO:0016045!GO:0030667!GO:0030670!GO:0031901!GO:0032655!GO:0032675!GO:0042270!GO:0042605!GO:0042612!GO:0043312!GO:0046977!GO:0050776!GO:0051087!GO:0055038!GO:0060333!GO:0060337!GO:0071556!GO:2001198
3107,1935,P10321,GO:0000139!GO:0002474!GO:0002479!GO:0002480!GO:0002486!GO:0005515!GO:0005783!GO:0005794!GO:0005886!GO:0009986!GO:0012507!GO:0030667!GO:0030670!GO:0031901!GO:0042605!GO:0042612!GO:0043312!GO:0046977!GO:0050776!GO:0055038!GO:0060333!GO:0060337!GO:0071556
3108,1936,Q31604!Q6ICR9,GO:0043231
3109,1937,P28068,GO:0002399!GO:0002503!GO:0005515!GO:0005765!GO:0019886!GO:0023026!GO:0042102!GO:0042613!GO:0043231!GO:2001190
3111,1938,P06340,GO:0002587!GO:0005515!GO:0005765!GO:0005886!GO:0019886!GO:0023026!GO:0032395!GO:0042613
3112,1939,P13765,GO:0002587!GO:0005764!GO:0005765!GO:0019886!GO:0023026!GO:0032395!GO:0042613
3113,1940,P20036,GO:0000139!GO:0005765!GO:0005886!GO:0009986!GO:0012507!GO:0019886!GO:0030658!GO:0030666!GO:0030669!GO:0032588!GO:0032729!GO:0042102!GO:0042605!GO:0042613!GO:0043231!GO:0050852!GO:0050870!GO:0060333!GO:0071346!GO:0071556
3115,1941,P04440,GO:0000139!GO:0005515!GO:0005765!GO:0005886!GO:0009986!GO:0012507!GO:0019886!GO:0030658!GO:0030666!GO:0030669!GO:0032588!GO:0032729!GO:0042102!GO:0042605!GO:0042613!GO:0050852!GO:0050870!GO:0060333!GO:0071556
3117,1942,P01909,GO:0000139!GO:0005515!GO:0005765!GO:0005886!GO:0012507!GO:0019886!GO:0030658!GO:0030666!GO:0030669!GO:0032395!GO:0032588!GO:0050852!GO:0060333!GO:0071556
3118,1943,P01906,GO:0000139!GO:0005515!GO:0005765!GO:0005886!GO:0012507!GO:0019886!GO:0030658!GO:0030666!GO:0030669!GO:0032588!GO:0050852!GO:0060333!GO:0071556
3119,1944,P01920,GO:0000139!GO:0002381!GO:0002455!GO:0005515!GO:0005765!GO:0005886!GO:0012507!GO:0019886!GO:0030658!GO:0030666!GO:0030669!GO:0032588!GO:0050852!GO:0060333!GO:0071556
3122,1945,P01903,GO:0000139!GO:0002503!GO:0002504!GO:0005515!GO:0005764!GO:0005765!GO:0005886!GO:0009986!GO:0012507!GO:0019886!GO:0030247!GO:0030658!GO:0030666!GO:0030669!GO:0031902!GO:0032588!GO:0042605!GO:0042613!GO:0050852!GO:0050890!GO:0060333!GO:0071556
3123,1946,P01911,GO:0000139!GO:0001934!GO:0002381!GO:0002437!GO:0002455!GO:0002503!GO:0002862!GO:0005200!GO:0005515!GO:0005765!GO:0005882!GO:0005886!GO:0005887!GO:0006955!GO:0007165!GO:0008544!GO:0009897!GO:0009986!GO:0012507!GO:0016020!GO:0016045!GO:0019886!GO:0030225!GO:0030247!GO:0030658!GO:0030666!GO:0030669!GO:0031902!GO:0032395!GO:0032588!GO:0032653!GO:0032673!GO:0032689!GO:0033674!GO:0035774!GO:0042088!GO:0042130!GO:0042605!GO:0042609!GO:0042613!GO:0043123!GO:0043410!GO:0045657!GO:0045893!GO:0046598!GO:0050852!GO:0051262!GO:0060333!GO:0070374!GO:0071556
3125,1947,P79483,GO:0000139!GO:0005515!GO:0005765!GO:0005886!GO:0012507!GO:0019886!GO:0030658!GO:0030666!GO:0030669!GO:0031902!GO:0032588!GO:0050852!GO:0060333!GO:0071556
3126,1948,P13762,GO:0000139!GO:0005765!GO:0005886!GO:0012507!GO:0019886!GO:0030658!GO:0030666!GO:0030669!GO:0031902!GO:0032588!GO:0050852!GO:0060333!GO:0071556
3127,1949,Q30154,GO:0000139!GO:0005765!GO:0005886!GO:0012507!GO:0019886!GO:0030658!GO:0030666!GO:0030669!GO:0031902!GO:0032588!GO:0050852!GO:0060333!GO:0071556
3131,1950,Q16534,GO:0001228!GO:0003677!GO:0003690!GO:0005634!GO:0005654!GO:0007275!GO:0043565!GO:0045944!GO:1990837
3133,1951,P13747,GO:0000139!GO:0001815!GO:0001916!GO:0002250!GO:0002474!GO:0002476!GO:0002477!GO:0002479!GO:0002480!GO:0002519!GO:0002715!GO:0002717!GO:0002729!GO:0005102!GO:0005515!GO:0005886!GO:0009986!GO:0012507!GO:0019731!GO:0030670!GO:0030881!GO:0031901!GO:0032398!GO:0032736!GO:0032753!GO:0032759!GO:0032760!GO:0032819!GO:0036037!GO:0042270!GO:0042288!GO:0042605!GO:0042608!GO:0042612!GO:0045087!GO:0045953!GO:0045954!GO:0046703!GO:0050776!GO:0050830!GO:0051024!GO:0055038!GO:0060333!GO:0060337!GO:0071556!GO:2000566!GO:2001187
3134,1952,P30511,GO:0000139!GO:0001916!GO:0002474!GO:0002476!GO:0002477!GO:0002479!GO:0002480!GO:0002725!GO:0002728!GO:0002729!GO:0005515!GO:0005765!GO:0005783!GO:0005886!GO:0009986!GO:0012507!GO:0030670!GO:0030881!GO:0031901!GO:0032398!GO:0042605!GO:0043322!GO:0043323!GO:0045953!GO:0046978!GO:0046979!GO:0050776!GO:0055038!GO:0060333!GO:0060337!GO:0071556!GO:0071889!GO:1901215
3135,1953,P17693,GO:0000139!GO:0001915!GO:0002451!GO:0002474!GO:0002476!GO:0002479!GO:0002480!GO:0002645!GO:0002666!GO:0002729!GO:0002767!GO:0005102!GO:0005515!GO:0005769!GO:0005886!GO:0006968!GO:0012507!GO:0016525!GO:0030670!GO:0031901!GO:0032735!GO:0033106!GO:0042130!GO:0042270!GO:0042605!GO:0042610!GO:0042802!GO:0042803!GO:0045591!GO:0045953!GO:0050776!GO:0050777!GO:0051898!GO:0055038!GO:0060333!GO:0060337!GO:0060907!GO:0070207!GO:0070317!GO:0071556!GO:2000353!GO:2000774!GO:2001199
3140,1954,Q95460,GO:0002854!GO:0005515!GO:0005783!GO:0005789!GO:0005886!GO:0006955!GO:0019884!GO:0030881!GO:0031901!GO:0031902!GO:0032393!GO:0042608!GO:0050829!GO:0050830
3141,1955,P50747,GO:0000785!GO:0004080!GO:0005515!GO:0005652!GO:0005829!GO:0006768!GO:0009305!GO:0009374!GO:0016363!GO:0016570!GO:0018271!GO:0019899!GO:0070781!GO:0071110
3142,1956,Q14774,GO:0005515!GO:0007275!GO:0043565
3145,1957,P08397,GO:0004418!GO:0005515!GO:0005829!GO:0006783
3146,1958,P09429,GO:0000122!GO:0000793!GO:0000976!GO:0001530!GO:0001786!GO:0002218!GO:0002224!GO:0002437!GO:0002643!GO:0003684!GO:0003713!GO:0005178!GO:0005515!GO:0005576!GO:0005615!GO:0005634!GO:0005654!GO:0006309!GO:0006342!GO:0006357!GO:0006954!GO:0007204!GO:0008134!GO:0008301!GO:0009986!GO:0010508!GO:0016829!GO:0017053!GO:0017055!GO:0019958!GO:0032072!GO:0032425!GO:0032689!GO:0032732!GO:0032733!GO:0032735!GO:0032755!GO:0032757!GO:0033151!GO:0034774!GO:0035711!GO:0035868!GO:0042104!GO:0043065!GO:0043277!GO:0043280!GO:0043312!GO:0043371!GO:0043388!GO:0043410!GO:0043536!GO:0043537!GO:0045063!GO:0045087!GO:0045944!GO:0046330!GO:0070182!GO:0070374!GO:0070491!GO:0090026!GO:0097350!GO:1904813!GO:1905564!GO:1990774!GO:2000343!GO:2000426!GO:2001200
3148,1959,P26583,GO:0000793!GO:0000976!GO:0001938!GO:0003677!GO:0003684!GO:0003713!GO:0005515!GO:0005615!GO:0005634!GO:0005654!GO:0005730!GO:0005737!GO:0006309!GO:0006357!GO:0008301!GO:0032075!GO:0032991!GO:0042056!GO:0043388!GO:0045648!GO:0045654!GO:0045892!GO:0045893!GO:0045944!GO:0048471!GO:0050786!GO:0050829!GO:0050830!GO:0060326!GO:0071222
3149,1960,O15347,GO:0005515!GO:0007275!GO:0008301
3150,1961,P05114,GO:0000785!GO:0003677!GO:0005654!GO:0006283!GO:0032786
3151,1962,P05204,GO:0005515!GO:0005615!GO:0005634!GO:0005737!GO:0031640!GO:0061844
3155,1963,P35914,GO:0000287!GO:0004419!GO:0005198!GO:0005739!GO:0005759!GO:0005777!GO:0005782!GO:0005829!GO:0006552!GO:0006625!GO:0006629!GO:0030145!GO:0032991!GO:0046872!GO:0046951
3156,1964,P04035,GO:0004420!GO:0005515!GO:0005778!GO:0005783!GO:0005789!GO:0006695!GO:0019216!GO:0042282!GO:0045540!GO:0070402!GO:0120225
3157,1965,Q01581,GO:0004421!GO:0005737!GO:0005829!GO:0006695!GO:0019216!GO:0042803!GO:0045540
3158,1966,P54868,GO:0004421!GO:0005739!GO:0005759!GO:0006084!GO:0019216!GO:0042802!GO:0046951
3159,1967,P17096,GO:0000987!GO:0003677!GO:0003680!GO:0003906!GO:0005515!GO:0005634!GO:0005654!GO:0005667!GO:0005829!GO:0006284!GO:0006337!GO:0006355!GO:0008134!GO:0008285!GO:0009615!GO:0019899!GO:0030374!GO:0030527!GO:0031936!GO:0035985!GO:0035986!GO:0042974!GO:0042975!GO:0045892!GO:0045893!GO:0046965!GO:0051169!GO:0051575!GO:0075713!GO:0090402!GO:2000774
3161,1968,O75330,GO:0005515!GO:0005813!GO:0005829!GO:0005886!GO:0010389!GO:0015630!GO:0030214
3162,1969,P09601,GO:0001525!GO:0001935!GO:0002246!GO:0002686!GO:0004392!GO:0005198!GO:0005515!GO:0005615!GO:0005783!GO:0005789!GO:0006788!GO:0006879!GO:0006979!GO:0007588!GO:0014806!GO:0016020!GO:0019221!GO:0020037!GO:0032722!GO:0034101!GO:0034383!GO:0034605!GO:0035094!GO:0035556!GO:0042167!GO:0042802!GO:0042803!GO:0045765!GO:0045766!GO:0048471!GO:0048661!GO:0048662!GO:0055072!GO:0071456!GO:0090050!GO:0097755!GO:1902042!GO:1903589
3163,1970,P30519,GO:0001666!GO:0004392!GO:0005515!GO:0005789!GO:0005886!GO:0006879!GO:0035579!GO:0042167!GO:0043312
3164,1971,P22736,GO:0001938!GO:0002042!GO:0003677!GO:0004879!GO:0005515!GO:0005654!GO:0005829!GO:0006367!GO:0007165!GO:0031965!GO:0035767!GO:0035924!GO:0044344!GO:0045944!GO:1990837
3169,1972,P55317,GO:0000976!GO:0001650!GO:0003677!GO:0003700!GO:0005515!GO:0005634!GO:0005654!GO:0010719!GO:0032355!GO:0033148!GO:0043065!GO:0045931!GO:0045944!GO:0051091!GO:0071542!GO:1990837!GO:2000049
3170,1973,Q9Y261,GO:0000976!GO:0000978!GO:0003677!GO:0003700!GO:0005515!GO:0005634!GO:0005654!GO:0006357!GO:0010719!GO:0030054!GO:0030193!GO:0031018!GO:0043433!GO:0045893!GO:0045944!GO:0070741!GO:0071542!GO:1990837!GO:2000049
3171,1974,P55318,GO:0000976!GO:0001678!GO:0003700!GO:0005515!GO:0005634!GO:0005654!GO:0015629!GO:0045944!GO:1990837
3172,1975,P41235,GO:0000976!GO:0003677!GO:0003700!GO:0005102!GO:0005504!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0006357!GO:0006367!GO:0006591!GO:0006805!GO:0007596!GO:0008285!GO:0019216!GO:0030308!GO:0042752!GO:0042803!GO:0045892!GO:0045893!GO:0045944!GO:0055088!GO:1990837
3174,1976,Q14541,GO:0000978!GO:0001228!GO:0003700!GO:0005515!GO:0005654!GO:0005813!GO:0005829!GO:0006357!GO:0006367!GO:0045944
3175,1977,Q9UBC0,GO:1990837
3176,1978,P50135,GO:0001692!GO:0001695!GO:0005654!GO:0005737!GO:0005813!GO:0005829!GO:0006548!GO:0007585!GO:0032259!GO:0046539
3177,1979,Q14542,GO:0005326!GO:0005730!GO:0005886!GO:0006836!GO:0015211!GO:0015213!GO:0015858!GO:0015860!GO:0015862!GO:0016323!GO:0032238!GO:0072531!GO:0098810!GO:1901642
3178,1980,P09651,GO:0000381!GO:0000398!GO:0003697!GO:0003727!GO:0005515!GO:0005634!GO:0005654!GO:0005681!GO:0005737!GO:0006405!GO:0008543!GO:0016070!GO:0019904!GO:0032211!GO:0032212!GO:0035198!GO:0036002!GO:0042149!GO:0042802!GO:0051168!GO:0051170!GO:0061752!GO:0071013!GO:0098505!GO:1903936!GO:1990904
3181,1981,P22626,GO:0000398!GO:0003723!GO:0003730!GO:0005515!GO:0005634!GO:0005654!GO:0005681!GO:0005737!GO:0006397!GO:0006406!GO:0016070!GO:0031053!GO:0035198!GO:0035722!GO:0042802!GO:0043047!GO:0050658!GO:0070062!GO:0071013!GO:1990247!GO:1990428!GO:1990904
3182,1982,Q99729,GO:0003723!GO:0003729!GO:0005515!GO:0005654!GO:1990904
3183,1983,P07910,GO:0000398!GO:0003723!GO:0003730!GO:0005515!GO:0005634!GO:0005654!GO:0005681!GO:0005697!GO:0005829!GO:0008266!GO:0008380!GO:0015629!GO:0016070!GO:0032211!GO:0032991!GO:0042802!GO:0070034!GO:0070935!GO:0071013!GO:1990247
3184,1984,Q14103,GO:0000398!GO:0003723!GO:0005515!GO:0005634!GO:0005654!GO:0005829!GO:0006396!GO:0006401!GO:0016070!GO:0042162!GO:0042752!GO:0043488!GO:0045727!GO:0097167!GO:1990904
3185,1985,P52597,GO:0000398!GO:0003723!GO:0003727!GO:0005515!GO:0005634!GO:0005654!GO:0005829!GO:0005886!GO:0006396!GO:0008543!GO:0016070!GO:0035722!GO:0043484!GO:0071013
3187,1986,P31943,GO:0000398!GO:0003723!GO:0005515!GO:0005634!GO:0005654!GO:0005829!GO:0006396!GO:0008266!GO:0008543!GO:0016070!GO:0042802!GO:0043484!GO:0071013
3188,1987,P55795,GO:0000398!GO:0003723!GO:0005515!GO:0005634!GO:0005654!GO:0005829!GO:0016070!GO:1990904
3189,1988,P31942,GO:0003723!GO:0005515!GO:0005634!GO:0005654!GO:0005681!GO:0006396!GO:0008380!GO:0030855
3190,1989,P61978,GO:0000398!GO:0000790!GO:0003723!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0006396!GO:0007165!GO:0010988!GO:0016070!GO:0019904!GO:0042802!GO:0043066!GO:0048260!GO:0071013
3191,1990,P14866,GO:0000381!GO:0000398!GO:0000976!GO:0003723!GO:0005515!GO:0005634!GO:0005654!GO:0006396!GO:0016070!GO:0035770!GO:0097157!GO:1990904
3192,1991,Q00839,GO:0000122!GO:0000228!GO:0000381!GO:0000398!GO:0000776!GO:0000993!GO:0001097!GO:0003677!GO:0003682!GO:0003690!GO:0003697!GO:0003714!GO:0003723!GO:0003725!GO:0003727!GO:0003730!GO:0003779!GO:0005515!GO:0005524!GO:0005634!GO:0005654!GO:0005697!GO:0005813!GO:0006396!GO:0007346!GO:0008143!GO:0009986!GO:0016070!GO:0016363!GO:0016607!GO:0017069!GO:0017130!GO:0030496!GO:0031490!GO:0032211!GO:0032991!GO:0033673!GO:0034046!GO:0034244!GO:0036002!GO:0036464!GO:0042802!GO:0043021!GO:0044877!GO:0045944!GO:0048255!GO:0051457!GO:0070034!GO:0070934!GO:0070937!GO:0071013!GO:0071385!GO:0072686!GO:0090575!GO:0098577!GO:1901673!GO:1902275!GO:1902425!GO:1902889!GO:1990023!GO:1990498!GO:1990837!GO:1990904!GO:2000737
3195,1992,P31314,GO:0005515
3196,1993,O43763,GO:0001228!GO:0005515!GO:0043565!GO:0045944!GO:1990837
3198,1994,P49639,GO:0001228!GO:0005515!GO:0007275!GO:0007605!GO:0007634!GO:0009653!GO:0021599!GO:0042473!GO:0042802!GO:0043565!GO:0045944!GO:0048702!GO:0048839!GO:0048844!GO:0050795!GO:0050890!GO:0050905!GO:0060840!GO:0060876!GO:0090102!GO:0090103!GO:1990837
3199,1995,O43364,GO:0005654!GO:0043231!GO:1990837
3200,1996,O43365,GO:0001525!GO:0005515!GO:0005654
3202,1997,P20719,GO:0000978!GO:0001228!GO:0003677!GO:0003700!GO:0005515!GO:0005634!GO:0010628!GO:0016525!GO:0043065!GO:0045639!GO:0045647!GO:0045944!GO:1990837
3204,1998,P31268,GO:0000122!GO:0000978!GO:0001228!GO:0001525!GO:0001953!GO:0002686!GO:0005515!GO:0005634!GO:0005654!GO:0008134!GO:0031965!GO:0043565!GO:0045617!GO:0045656!GO:0045892!GO:0045944!GO:1990837
3205,1999,P31269,GO:0005515!GO:0005634!GO:0005654!GO:0007275!GO:0019899!GO:0042118!GO:1990837
3206,2000,P31260,GO:0000978!GO:0001228!GO:0005515!GO:0005634!GO:0005737!GO:0007275!GO:0007283!GO:0042826!GO:0045944!GO:1990837
3207,2001,P31270,GO:0005654!GO:0009653!GO:1990837
3208,2002,P84074,GO:0003779!GO:0005509!GO:0005515!GO:0005737!GO:0042802!GO:0071277!GO:1901385
3209,2003,P31271,GO:0001501!GO:0003677!GO:0005654!GO:0005829!GO:0043565!GO:0045111!GO:1990837
3211,2004,P14653,GO:0000977!GO:0000978!GO:0001228!GO:0003677!GO:0006355!GO:0007389!GO:0019904!GO:0045944!GO:1990837
3212,2005,P14652,GO:0001228!GO:0005515!GO:0005654!GO:0005829!GO:0007275!GO:0008015!GO:0016607!GO:0043565!GO:0045944!GO:1990837
3213,2006,P14651,GO:0000978!GO:0001228!GO:0001525!GO:0005654!GO:0045944
3214,2007,P17483,GO:0005654!GO:0005813!GO:0045944!GO:0060218!GO:1990837!GO:2000738
3215,2008,P09067,GO:0001650!GO:0005515!GO:0005654!GO:0005829!GO:0009653!GO:1990837
3216,2009,P17509,GO:0005515!GO:1990837
3217,2010,P09629,GO:0000978!GO:0001228!GO:0005515!GO:0005654!GO:0005829!GO:0016604!GO:0045944!GO:1990837
3218,2011,P17481,GO:0005654!GO:1990837
3219,2012,P17482,GO:0005515!GO:0005654!GO:0005739!GO:0060326!GO:1990837
3221,2013,P09017,GO:0000978!GO:0001228!GO:0005515!GO:0005654!GO:0045944!GO:1990837
3223,2014,P09630,GO:0005654!GO:0005829!GO:0006357!GO:0007275
3224,2015,P31273,GO:0005515!GO:0005654!GO:0015630!GO:1990837
3225,2016,P31274,GO:0005515!GO:0005654!GO:0016235!GO:1990837
3226,2017,Q9NYD6,GO:0000977!GO:0001228!GO:0005515!GO:0005654!GO:0008284!GO:0016604!GO:0045944!GO:0120163!GO:1990837
3227,2018,O43248,GO:0000978!GO:0001228!GO:0005515!GO:0005654!GO:0005829!GO:0007492!GO:0045944!GO:1990837
3229,2019,P31276,GO:0005515!GO:0009653!GO:1990837
3231,2020,Q9GZZ0,GO:0005654!GO:1990837
3232,2021,P31249,GO:0000977!GO:0001228!GO:0005515!GO:0005634!GO:0005654!GO:0006351!GO:0007160!GO:0007219!GO:0010628!GO:0016235!GO:0016604!GO:0045944!GO:1990837
3233,2022,P09016,GO:0000977!GO:0001228!GO:0005515!GO:0005654!GO:0030054!GO:0045944!GO:1990837
3234,2023,P13378,GO:0000977!GO:0001228!GO:0005515!GO:0045944!GO:1990837
3235,2024,P28356,GO:0000122!GO:0000977!GO:0001227!GO:0005654!GO:0005730!GO:1990837
3236,2025,P28358,GO:0005515!GO:0005654!GO:0005829!GO:0036464!GO:1990837
3237,2026,P31277,GO:0005654!GO:1990837
3238,2027,P35452,GO:0005515!GO:1990837
3239,2028,P35453,GO:0001228!GO:0001501!GO:0003677!GO:0005654!GO:0006355!GO:0007275!GO:0045944!GO:1990837
3240,2029,P00738,GO:0005515!GO:0005576!GO:0005615!GO:0006898!GO:0006952!GO:0010942!GO:0030492!GO:0031838!GO:0035580!GO:0042542!GO:0043312!GO:0051354!GO:0071682!GO:1904724!GO:2000296
3241,2030,P37235,GO:0005509!GO:0005515
3242,2031,P32754,GO:0005829!GO:0006559!GO:0006572
3249,2032,P05981,GO:0004252!GO:0005515!GO:0005789!GO:0005886!GO:0005887!GO:0006508!GO:0008233!GO:0008236!GO:0008360!GO:0009986!GO:0010719!GO:0010756!GO:0016021!GO:0030307!GO:0031965!GO:0034769!GO:0043066!GO:0043923!GO:0048012!GO:0050680!GO:2000347
3250,2033,P00739,GO:0005576!GO:0006898!GO:0034366
3251,2034,P00492,GO:0000287!GO:0004422!GO:0005515!GO:0005737!GO:0005829!GO:0006164!GO:0006166!GO:0006178!GO:0042802!GO:0043101!GO:0043103!GO:0045964!GO:0046038!GO:0046040!GO:0046100!GO:0051289!GO:0052657
3257,2035,Q92902,GO:0005085!GO:0005515!GO:0005737!GO:0005764!GO:0005829!GO:0007040!GO:0031085!GO:0031410!GO:0046983!GO:1903232
3263,2036,P02790,GO:0005515!GO:0005576!GO:0005615!GO:0006879!GO:0006898!GO:0015232!GO:0015886!GO:0071682
3265,2037,P01112,GO:0000165!GO:0001934!GO:0002223!GO:0003924!GO:0005515!GO:0005525!GO:0005654!GO:0005737!GO:0005794!GO:0005829!GO:0005886!GO:0006935!GO:0007050!GO:0007093!GO:0007166!GO:0007265!GO:0008022!GO:0008284!GO:0008285!GO:0009887!GO:0010629!GO:0010863!GO:0019003!GO:0030335!GO:0034260!GO:0043406!GO:0043410!GO:0043547!GO:0045944!GO:0046330!GO:0048013!GO:0050679!GO:0070374!GO:0071480!GO:0090303!GO:0090314!GO:0090398!GO:0098696!GO:0098978!GO:1900029!GO:2000251!GO:2000630
3266,2038,Q7Z444,GO:0005515
3267,2039,P52594,GO:0003723!GO:0005515!GO:0005643!GO:0005829!GO:0006406!GO:0043231!GO:0061024
3269,2041,P35367,GO:0004930!GO:0004969!GO:0005829!GO:0005886!GO:0005887!GO:0006954!GO:0007186!GO:0007200
3270,2042,P23327,GO:0002027!GO:0005509!GO:0005515!GO:0005788!GO:0006936!GO:0010460!GO:0010880!GO:0010881!GO:0030018!GO:0033018!GO:0033135!GO:0043687!GO:0044267!GO:0044325!GO:0045823!GO:0051117!GO:0051480!GO:0060314!GO:1901844!GO:1901899!GO:1903169
3273,2043,P04196,GO:0002576!GO:0002839!GO:0005102!GO:0005515!GO:0005576!GO:0005886!GO:0007162!GO:0008201!GO:0008270!GO:0008285!GO:0009986!GO:0010468!GO:0010593!GO:0016525!GO:0019865!GO:0020037!GO:0030168!GO:0030193!GO:0030308!GO:0031093!GO:0032956!GO:0033629!GO:0042730!GO:0043065!GO:0043254!GO:0043395!GO:0046872!GO:0050730!GO:0050832!GO:0051838!GO:0051894!GO:0061844!GO:1900747!GO:2000504!GO:2001027
3274,2044,P25021,GO:0004969!GO:0005886!GO:0005887!GO:0006955!GO:0007186!GO:0007187
